   165.00  23.00   7.14 216.00   4.45  29.29   0.00   216   528  -0.95
   195.00  23.02   5.38 257.49   4.44  29.17   0.00   274   527  -0.11
   225.00  23.47   4.89  33.52   4.47  29.39   0.00    36   527  -0.25
   255.00  24.16   4.41  36.00   4.53  29.73   0.00    36   527  -0.37
   285.00  24.77   5.39  31.14   4.55  29.93   0.00    41   527  -0.48
   315.00  23.74   7.08  53.79   4.54  29.88   0.00    73   527  -0.59
   345.00  23.03   6.45 219.56   4.47  29.39   0.00   274   527  -0.67
   375.00  23.00   5.41 274.00   4.45  29.27   0.00   274   527  -0.71
   405.00  23.00   5.40 104.70   4.45  29.27   0.00   128   527  -0.74
   435.00  23.00   6.04 250.78   4.45  29.27   0.00   274   527  -0.81
   465.00  23.00   6.13 274.00   4.46  29.27   0.00   274   527  -0.95
   495.00  23.00   7.09 292.59   4.44  29.18   0.00   315   526  -0.15
   525.00  23.00   7.76 315.00   4.42  29.07   0.00   315   526  -0.39
   555.00  23.00   6.35 315.00   4.43  29.08   0.00   315   526  -0.58
   585.00  23.38   4.13  44.98   4.46  29.30   0.00    45   526  -0.70
   615.00  24.45   4.03  24.79   4.51  29.61   0.00    27   526  -0.81
   645.00  24.73   5.78  32.26   4.53  29.77   0.00    41   526  -0.93
   675.00  23.62   7.18  55.72   4.52  29.69   0.00    79   525  -0.05
   705.00  23.01   6.75 272.33   4.45  29.24   0.00   315   525  -0.12
   735.00  23.00   5.47 158.00   4.44  29.18   0.00   158   525  -0.14
   765.00  23.00   4.67  99.58   4.44  29.19   0.00   101   525  -0.16
   795.00  23.00   5.73 133.35   4.44  29.19   0.00   158   525  -0.22
